Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer,label
415409,02342 224939,8275391940,0788 2219888,02342 224381,rajarambapu.bloodbank@rediffmail.com,http://redcrosskarnataka.org/,Dr. Vijaykumar S. Wader,02342 224939,8275391940,"ptshah10jan@gmail.com, rajarambapu.bloodbank@rediffmail.com, drvswader@hotmail.com",1
416410,"0233 2229619, 0233 2222319",9422614033,0788 2219888, 0565 2443310,svpbb1984@rediffmail.com,http://redcrosskarnataka.org/,Dr. Mrs. Vaisali J. Pol ,"0233 2229619, 0233 2222319",9422614033,"svpbb1984@rediffmail.com, vaishalijpol@gmail.com",1
416410,"0233 2223291, 0233 2223292, 0233 2223293, 0233 2223294, 0233 2223295",9604542311,0788 2219888,0233 2223413,na,http://www.whmmc.org,Dr. Prabha Sanjay Quereshi,"0233 2223291, 0233 2223292, 0233 2223293, 0233 2223294, 0233 2223295",9604542311,"san_whmmc@sanchar.net.in, scwhmmc@gmail.com, wanlesshospital@dataone.in ",1
416416,"02344 248000, 02344 248922",9822112722,0788 2219888,"02344 247499, 02344 247488              ",na,http://redcrosskarnataka.org/,Dr. Harish S. Mane ,"02344 248000, 02344 248922",9822112722,nandkishor@arpanbloodbank.org,1
416410,"0233 2212155, 0233 2211601, 0233 2211602",989022105,0788 2219888,0233 2211603,cancermiraj@gmail.com,http://redcrosskarnataka.org/,Dr. Abhijit Udgaonkar,"0233 2212155, 0233 2211601, 0233 2211602",989022105,"cancermiraj@gmail.com, drabhijitu@yahoo.co.in",1
416414,"0233 2601594, 0233 2601593 (Extn. 266)","09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Yashodara Gotekar   ,"0233 2601594, 0233 2601593 (Extn. 266)",9822324340,nandkishor@arpanbloodbank.org,1
416416,0233 2672233,"07038915977, 09225821258",0788 2219888, 0565 2443310,hindratnabloodbank@gmail.com,http://redcrosskarnataka.org/,"Dr. Yashodhara R. Gotekar , Dr. Ulhas Mali",0233 2672233,"07038915977,  09225821258","hindratnabloodbank@gmail.com,",1
416410,"0233 6451819, 0233 2211400",9420041490,0788 2219888, 0565 2443310,msibloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Vaibhav Mane ,"0233 6451819, 0233 2211400",9420041490,msibloodbank@gmail.com,1
416410,"0233 2212448, 0233 2212449 ","09403723536, 09890244339",0788 2219888, 0565 2443310,abbmiraj@gmail.com,http://redcrosskarnataka.org/,Dr. Geeta S. Kadam,"0233 2212448, 0233 2212449 ","09403723536, 09890244339","akshaybloodbankmiraj@gmail.com, abbmiraj@gmail.com ",1
416416,"0233 2373044, 0233 2372376",9422662066,0788 2219888,0233 2372376,shirgaonkar_sangli@yahoo.co.in,http://redcrosskarnataka.org/,Dr. Shruti Kulkarni ,"0233 2373044, 0233 2372376",9422662066,shirgaonkar_sangli@yahoo.co.in,1
416416,"0233 6012777, 09604520087, 07798539069","09225812369, 09604520087, 07798539069",0788 2219888, 0565 2443310,adarshbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Bhosale Vijay R. ,"0233 6012777, 09604520087, 07798539069",9225812369,"umeshpatil658@gmail.com, adarshbloodbank@gmail.com",1
416416,0233 2374333,9423337545,0788 2219888, 0565 2443310,msibloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Mrs. Rutuja S. Pujari ,0233 2374333,9423337545,"drrutujapujari@gmail.com, msibloodbank@gmail.com",1
415110,"02164 222459, 02164 221020",993696968,0788 2219888, 0565 2443310,mskarad@gmail.com,http://redcrosskarnataka.org/,Dr. D. D. Jadhav     ,"02164 222459, 02164 222462","09960690607, 09881000663","bb085karad@gmail.com, mskarad@gmail.com",1
415001,"02162 238494, 02162 235640                ","09822115414, 09822637176",0788 2219888, 0565 2443310,bbsknpsatara@gmail.com,http://redcrosskarnataka.org/,Dr. P. J. Kadam ,02162 234522,9822637176,"bbsknpsatara@gmail.com, cssatarahtt@gmail.com, cssatara@rediffmail.com, cssatara@sancharnet.in ",1
415523,"02166 221197, 02166 220897, 02166 220007 ","09922642909, 09422400507",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Mrs. Surekha Ravindra Koshi,"02166 221197, 02166 220897",9922642909,bloodbankpmf@gmail.com,1
415110,"02164 241456, 02164 242170",9420463203,0788 2219888, 0565 2443310,khbloodbank@yahoo.com,http://redcrosskarnataka.org/,Dr. Mrs. S. K. Chavan  ,02164 241456,9420463203,"khbloodbank@yahoo.com, surekhak12312@rediffmail.com",1
415102,"02161 270661, 02161 270761 (Extn. 303)",9422463201,0788 2219888, 0565 2443310,insrmyn05@rediffmail.com,http://redcrosskarnataka.org/,Dr. Mrs. Sunita Madhav Zunjarwd ,"02161 270661, 02161 270761 (Extn. 303)",9422463201,"insrmyn05@gmail.com, ",1
415110,02164 222868 ,9763999704,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok G. Gujar   ,02164 222868,9763999704,kumaji86@gmail.com,1
415002,"02162 226995, 02162 226996 ",9860022646,0788 2219888, 0565 2443310,balajibbsatara@gmail.com,http://redcrosskarnataka.org/,Dr. Sheetal A. Deshmukh ,"02162 226995, 02162 226996 ",9860022646,balajibbsatara@gmail.com,1
415002,"02162 230730, 02162 231731",9823165603 / 8484987322,0788 2219888, 0565 2443310,abbSatara@gmail.com,http://redcrosskarnataka.org/,Dr. Ajay Shedge,02162 230730,9422038315,abbsatara@gmail.com ,1
415001,"02162 222586, 02162 222031",9975639723,0788 2219888, 0565 2443310,maulibloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Kailas Khadtare   ,"02162 222586, 02162 222031",9422038970,"Mauliblb@gmail.com, maulibloodbank@gmail.com ",1
415110,02164 228122,7028492699,0788 2219888, 0565 2443310,ycbbkarad@gmail.com,http://redcrosskarnataka.org/,Dr. Sandeep M. Yadav  ,02164 228122,9960690605,"ycbbkarad@gmail.com, sandeepyadav373@gmail.com ",1
416812,0236 2228902,"09422416949, 08007273138",0788 2219888, 0565 2443310,orosbloodbank@gmail.com,http://redcrosskarnataka.org/,"Dr. Avinash J. Nalawade, Dr P. Satardekar  ","09422416949, 08007273138",02362 228566,"satardekar_prashant@yahoo.in, orosbloodbank@gmail.com, cssindhudurg@yahoo.co.in",1
416510,02363 275035,9822308943,0788 2219888,02363 275035,bloodbank.sdhsawantwadi@gmail.com,http://redcrosskarnataka.org/,Dr. D. T. Durbhatkar   ,02363 275141,9422436096,ms_sdhsawantwadi@yahoo.co.in,1
413003,"0217 2310766, 0217 2749440","09325593399, 09423068610",0788 2219888, 0565 2443310,"dr.g.a.pandit@gmail.com, bloodbanksolapur@gmail.com",http://redcrosskarnataka.org/,Dr. Sushil Sonawane,"0217 2749440, 0217 2749416 ",9325593399,"bloodbanksolapur@gmail.com, sushilsonawane9900@gmail.com",1
413006,"0217 2653829, 0217 2390144, 0217 2620348",9970916878,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Swati Aland ,"0217 2625100, 0217 2625200",9403182848,"gurupatil.sbb@gmail.com,",1
413001,"0217 2311215,  0217 2311281, 0217 2311215, 0217 2311281",9423227552,0788 2219888, 0565 2443310,hedgewar.raktapedhi@gmail.com,http://redcrosskarnataka.org/,Dr. Shailesh Patne,0217 2311215 ,9665477625,"drshaileshpatne@gmail.com, hbbsol@rediffmail.com",1
413001,"0217 2317242, 0217 2318028 ",9850988313,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
413101,"02185 222101, 02185 225601, 02185 222665, 02185 222166","09822327990, 09822188267",0788 2219888, 0565 2443310,imabloodbank136@rediffmail.com,http://redcrosskarnataka.org/,Dr. Sumedha Hanmant Adate,0217 2311215 ,9881376474,"sumedhaadate@gmail.com, hbbsol@rediffmail.com",1
413003,"0217 2315025, 0217 26993247",9890244339,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
413006,"0217 2280891, 0217 2280897",09765190239  8605763879,9011200400,0217 2280791,armchbb@gmail.com,http://redcrosskarnataka.org/,"Dr. Karche A.G, Dr. Sagar Mhetre",0217 2280891 to 0217 2280897   ,"09665851199, 09765190239 ","sagarmhetre@rediffmail.com, armchbb@gmail.com",1
413002,0217 2622999,985000397,0788 2219888, 0565 2443310,"atharbloodbank@ymail.com,",http://redcrosskarnataka.org/,Dr. Nitant Vora,0217 2622999,9689999744,atharbloodbank@ymail.com,1
413401,02184 222399,9011095652,0788 2219888, 0565 2443310,srsbloodbank@yahoo.com,http://redcrosskarnataka.org/,Dr. Ramchandra  V. Jagtap ,"02184 222399, 02184 220399",9011095652,"srsbloodbank@yahoo.com,",1
413001,"0217 2726858, 0217 2722106",9850087068,0788 2219888,0217 2726857,gopabaidamani@gmail.com,http://redcrosskarnataka.org/,Dr. Mrs. S. S. Kadadi ,0217 2726858,9850087068,gopabaidamani@yahoo.com,1
413304,"02186 223650, 02186 222219",9822259951,0788 2219888, 0565 2443310,bajajbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Khiste Anand R.,"02186 223650, 02186 222219",9422462846,"bajajbloodbank@gmail.com, bajajbloodbank@gmail.com",1
413003,0217 2323222,9850220047,0788 2219888, 0565 2443310,siddheswarbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. S.B kamble,0217-2323222 / 6004222,9850220047,vaibhavraut3@gmail.com,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,9270767973,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
401504,02525 264001,9423982779,0788 2219888, 0565 2443310,rmwankhede@npcil.co.in,http://redcrosskarnataka.org/,Dr. Rajnikant M. Wankhede  ,02525 264001 to 02525 264013 (Extn.  4484),9423982779,"rajnikant.wankhede@gmail.com, rmwankhede@npcil.co.in, pkyadav@npcil.co.in",1
400601,"022 25472582, 022 25471409, 022 25471409","09987034616, 09987896601, 09773694595     ",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Kendre ,022 25477205,9987034616,"dpothane@mahasacs.org, mahendra.kendre@gmail.com, bloodbankthane@gmail.com",1
421003,"0251 2709432, 0251 2708730",9892026643,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Suhas Mohnalkar    ,0251 2708730,"09892026643, 09324626592","artcentreulhasnagar@gmail.com, suhasmohnalkar@hotmail.com, artchulhasnagar@mahasacs.org ",1
400705,"022 27894490, 022 67912094",9820353954,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,"Dr.V. Jairam, Dr.Bhuvaneshwari Tairam  ","022 27894490, 022 27890185",9820353954,jvpbloodbank@yahoo.co.in,1
421301,"0251 2300096, 0251 2203974",9323870367,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. S. R. Rawal   ,"0251 2300096, 0251 2328866",9890196846,sankalpbloodbank@gmail.com,1
400601,"022 21725521, 022 21725555, 022 25853320",9619894785,0788 2219888,022 25453320 ,na,http://redcrosskarnataka.org/,Dr. Sima Das   ,022 21725521   ,9619894785,"sima.das@jupiterhospital.com, bloodbank@jupiterhospital.com ",1
421201,"0251 2802491, 0251 2453568, 0251 2438078",9820327325,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Hasan Shah  ,"0251 2431932, 0251 2453568",9820327325,plasmatrust@gmail.com,1
400602,"022 25380787, 022 25411773",9892523533,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Rajendra Kumar Agarwal,"022 25380787, 022 25411773",9892523533,vaidya_bloodbank@rediffmail.com,1
410209,"022 27863483, 022 27427905, 022 27420320",9819131787,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Seema Alok Gupta                                  ,"022 27863483, 022 27437905",9819131787,"seemaagupta@gmail.com, mgmhkbb@rediffmail.com",1
400602,"022 25400425, 022 25339495                ",9820040536,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Mukesh Udani ,"022 25400425, 022 25383162",9820040536,mukeshudani@yahoo.com ,1
401202,"0250 2332684, 0250 2349950, 0250 3256565, 0250 2332425",9960174472,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Suhas Baburao Bandiwadekar ,"0250 2332684, 0250 2349950",9960174472,"drsuahaband@yahoo.co.in, sbloodbank@yahoo.com",1
400604,"022 25803263, 022 39410060, 022 25362283                       ",9223300850,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
421302,"02522 258065, 02522 221858, 02522 251614 ",9823271858,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
400602,"022 25385248, 022 25392440",9370404438,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Huddepar Sandip Mohanrao  ,"022 25385248, 022 25392440, 022 25392447",9370404438,"woraktapedhi@gmail.com, sandiphuddedar@gmail.com",1
421302,"022 25374000, 022 25375000, 022 25376000",9867997507,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Rahil Ansari ,"02522 221859, 02522 258065",9823271858,bhiwandi_blood_bank@yahoo.com,1
421301,0251 3266322,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Esha Pansare  ,0251 3266322,9822324340,nandkishor@arpanbloodbank.org,1
492001,"02528 220478, 02528 220614","09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
400705,"022 27790286, 022 27790287, 022 27794582","09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
401202,"0250 2321050, 0250 6450250",9881091218,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Abhijeet Aloz    ,"0250 2321050, 0250 6450250",9881091218,"nilesh.sable50@gmail.com,   vijayeebloodbank@gmail.com",1
401107,022 64510666,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,022 64510666,9822324340,srtrgmcbb@gmail.com,1
401404,"02525 251102, 02525 253102",9823133779,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Prasad Sahasthrabudhe   ,"02525 251102, 02525 253102",9819900285,maharashtrabloodbank@gmail.com,1
421201,0251 284393,9833156009,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Mrs. Ulka Joshi   ,"0251 2484393, 0251 2481073 (Extn. 301)",9323763640,cctbloodbank@gmail.com,1
421201,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
400605,"022 25347784, 022 25347785, 022 25347786,  022 25372777, 022 25347791",9757223723,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Mrs. Shivkumar Kori ,022 25347784 (Extn. 1437),9757223723,"shivkumar.kori@rediffmail.com, csmhbloodbank@yahoo.com",1
400705,"022 27888750, 022 27899906","09324292615, 09920644868",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,"Dr. Preeti Sanghani, Dr. Sangita Bansode  ",022 27888750,"09324292615, 09920644868","nmmcbloodbank@gmail.com, preetisangani@yahoo.com, sangitaekansh@gmail.com  ",1
400604,0251 2442283,9225630689,0788 2219888, 0565 2443310,sunilmundhe7@gmail.com,http://redcrosskarnataka.org/,Dr. Umakant M. Vasaikar ,022 25803246  ,9869184261,"lpatilp@gmail.com, lokmanyatssiabb1@yahoo.com",1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
442001,"07152 245249, 07152 250624","09422904284, 09423104417",0788 2219888, 0565 2443310,cswardha@rediffmail.com,http://redcrosskarnataka.org/,Dr. Atul Kallavar ,"07152 243066 (Extn. 211, 217)",9423104417,"cswardha@rediffmail.com, atual1957@rediffmail.c",1
442102,"07152 284108, 07152 284333",9423120939,0788 2219888, 0565 2443310,bloodbank@mgims.ac.in,http://redcrosskarnataka.org/,Dr. N. S. Ingole ,07152 284108,9423120939,bloodbank@mgims.ac.in,1
442004,"07152 287877, 07152 287701, 07152 287706, 07152 287714, 07152 287711",9823749905,0788 2219888, 0565 2443310,jnmcbloodbank@rediffmail.com,http://redcrosskarnataka.org/,Dr. K. M. Hiwale,"07152 2878770, 07152 287701, 07152 287706 (Extn. 7152, 247)",9823749905,jnmcbloodbank@rediffmail.com,1
444505,"07252 233066, 07252 233379",9823301245,0788 2219888,07252 233066,bb328@rediffmail.com,http://redcrosskarnataka.org/,Dr. K. A. Lonkar   ,07252 233379,"09823301245, 07719084516",bb328@rediffmail.com,1
444505,"07252 234343, 07252 235606","09822217946, 09881934811",0788 2219888, 0565 2443310,dr.narayandale@gmail.com,http://redcrosskarnataka.org/,Dr. Dale Narayan ,07252 235606,"09822217946,  09423127946",dr.narayandale@gmail.com,1
445001,07232 242456,9422166126,0788 2219888, 0565 2443310,"deanvngmc@rediffmail.com, bloodbankvngmc@gmail.com",http://redcrosskarnataka.org/,"Dr.Yedsikar, Dr.Madani, Dr. A. S. Waghmare ","07232 245695, 07232 245698 (Extn.134)","09372610595, 09822471353, 09404372604 ","deanvngmc@rediffmail.com, bloodbankvngmc@gmail.com, vickyswaghmare@gmail.com, cs_yeotmal@rediffmail.com",1
445204,"07233 246775, 07233 246535, 07233 246535    ",9422166035,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,"Dr. Satish V. Chiddarwar, Dr.Supriya S. Chiddarwar ",07233 246535 ,9422166035,schiddarwar@rediffmail.com,1
445204,"07233 248095, 07233 246095 ",9422165895,0788 2219888, 0565 2443310,satyashanti@rediffmail.com,http://redcrosskarnataka.org/,"Dr. Rajesh S. Agrawal, Dr. Mrs. Meena Agrawal   ",07233 248095,9422165895,satyashanti@rediffmail.com,1
445001,"07232 252500, 07232 242340         ",9860508090,0788 2219888, 0565 2443310,bhongade@nagpur.dot.net.in ,http://redcrosskarnataka.org/,Dr. Vinod R. Bhongade  ,07232 252500,9860508090,"drvbhongade@gmail.com, bhongade@nagpur.dot.net.in ",1
444001,07232 242985,9823053679,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Kavita Mukundkumar Agrawal    ,07232 242985,9422167186,kavita201@gmail.com,1
445001,07232 250111,7588775111,0788 2219888, 0565 2443310,ekneelbloodbank@rediffmail.com,http://redcrosskarnataka.org/,Dr. Dipak Bajaria,07232 250111,8177983399,ekneelbloodbank@rediffmail.com,1
795128,387423396,"09815157018, 09501620619",0788 2219888, 0565 2443310,paulunmang@gmail.com,http://redcrosskarnataka.org/,Dr. Paulunmang Vaiphei,9856290407,9436890045,paulunmang@gmail.com,1
795005,"0385 2443142, 0385 2443144",9862983562,0788 2219888,0835 2443142,surjitkonsam@gmail.com,http://redcrosskarnataka.org/,Dr. Surjit Konsam,9862983562,9862983562,surjitkonsam@gmail.com,1
795004,0385 2411434,"09436027164, 09862205748",0788 2219888, 0565 2443310,abarindras@yahoo.co.in,http://redcrosskarnataka.org/,Dr. A. Barindra Sharma,9862205748,9862205748,abarindras@yahoo.co.in,1
795004,0385 2055584,9436807409,0788 2219888, 0565 2443310,premjit@shijahospital.com,http://www.shijahospitals.com,Dr. C. Rajmani Singh,9436021570,9436021570,chng.rajmani@gmail.com,1
795138,0384 8222214,"08259880365, 07308321974, 09856373472",0788 2219888, 0565 2443310,bloodbankdhthoubal@gmail.com,http://redcrosskarnataka.org/,Dr. Doren,	,9774764422,drdoren@gmail.com,1
793004,"0364 2224300, 0364 2224302","09815157018, 09501620619",0788 2219888, 0565 2443310,sushmamanral@gmail.com,http://redcrosskarnataka.org/,Dr. Sushma Manral,8551092888,9856094150,sushmamanral@gmail.com,1
793003,0364 2224052,"09815157018, 09501620619",0788 2219888, 0565 2443310,hdkpath@rediffmail.com,http://redcrosskarnataka.org/,Dr. Hughbert  Dkhar,0364 2224052,8794724427,hdkpath@rediffmail.com,1
793001,0364 2591629,9863024427,0788 2219888,0364 2590563,pasteurinstitute1915@gmail.com,http://redcrosskarnataka.org/,Dr. Ranjita Momin,9436104282,9436104282,pasteurinstitute1915@gmail.com,1
793018,0364 2538063,9856089295,0788 2219888,0364 2538063,evarisalinmarbaniang@yahoo.com,http://neigrihms.gov.in/,Dr. Evarisalin Marbaniang,9856089295,8794160748,evarisalinmarbaniang@yahoo.com,1
793002,0364 2545826,9774461158,0788 2219888,0364 2242197,hgrhbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr Alvavina Tariang,9774461158,9774461158,atariang7@gmail.com,1
794001,03651 232043,9436104282,0788 2219888,03651 232951,bb_tch@yahoo.in,http://redcrosskarnataka.org/,Dr. Shemida K. Marak,	,9856089295,bbtch@gmail.com,1
793150,03652 20735,9436337637,0788 2219888, 0565 2443310,khbloodbank@gmail.com,http://redcrosskarnataka.org/,Dr S Snongbri,9863060675,9863060675,snongbri@gmail.com,1
796001,0389 2341617,9436140882,0788 2219888,0389 2323236,lthanzuali@yahoo.co.in,http://redcrosskarnataka.org/,Dr. Lalthanzuali,9436352164,9436352164,lthanzuali@yahoo.co.in,1
796025,0389 2361222,9863374335,0788 2219888,0389 2361185,synodhospital@gmail.com,http://redcrosskarnataka.org/,Dr. Lalnunnemi,	,9436156251,synodhospital@gmail.com,1
796321,03831 234926,9862478410,0788 2219888,03831 234234,janetzr@gmail.com,http://redcrosskarnataka.org/,Dr. Janet Zoramngaki,	,9862478410,janetzr@gmail.com,1
796081,03837 221930,9436155353,0788 2219888,03837 221930,kolasibbb@gmail.com,http://redcrosskarnataka.org/,Dr Latuanzovi,	,8974638568,tetei27lhmc@gmail.com,1
796891,03835 232210,9612194846,0788 2219888,03835 233566,Vhhmar27@gmail.com,http://redcrosskarnataka.org/,Dr. Vanlalmangaihi Hmar,9612194846,9612194846,Vhhmar27@gmail.com,1
796701,0372 2324555,"09089236520, 09436144383",0788 2219888,0372 2325177,zovajoigte@gmail.com,http://redcrosskarnataka.org/,Dr Zolianthanga Jongte,	,9436144385,zovajongte@gmail.com,1
796891,0372 2342268,8415843580,0788 2219888,0372 2342268,ztsailo@gmail.com,http://redcrosskarnataka.org/,Dr.Hmingthanmawii,	,940239435,ztsailo@gmail.com,1
796441,0389 2565655,9862635066,0788 2219888,0389 2565655,drzothani@gmail.com,http://redcrosskarnataka.org/,Dr. Zothansangi,9862635066,9862635066,drzothangi@gmail.com,1
796901,03835 222388,"09436588767, 08730832800",0788 2219888,03835 224056,siahabb@gmail.com,http://redcrosskarnataka.org/,Dr. Joseph Dena,9436588767,"09436588767, 08730832800",josephdena@gmail.com,1
796181,03838 226184,9862300952,0788 2219888,03838 226184,drmariavlrs@gmail.com,http://redcrosskarnataka.org/,Dr. Maria VL Rosangi,9862300952,9862300952,drmariavlrs@gmail.com,1
797112,0251 2442283,9436009493,0788 2219888, 0565 2443310,drtemsu@yahoo.com,http://redcrosskarnataka.org/,Dr. Temsu,	,9436009493,drtemsu@yahoo.com,1
797112,0251 2442283,8132805695,0788 2219888, 0565 2443310,kunal6000@yahoo.com,http://redcrosskarnataka.org/,Col Kunal Chaterjee,8132805695,8132805695,kunal6000@yahoo.com,1
797115,0251 2442283,9862583187,0788 2219888, 0565 2443310,akhon_gaikhon@yahoo.co.in,http://redcrosskarnataka.org/,Dr. Gaikhonlungpou,	,9862583187,akhon_gaikhon@yahoo.co.in,1
797001,0251 2442283,9436000422,0788 2219888, 0565 2443310,bloodbanknhak15@gmail.com,http://redcrosskarnataka.org/,Dr. V. Khamo,	,9436000422,vkhamo@gmail.com,1
797112,0251 2442283,9436292954,0788 2219888, 0565 2443310,sameerr979@gmail.com,http://redcrosskarnataka.org/,Col. Sameer Rabi Das,	,8119023576,sameerr979@gmail.com,1
798601,0251 2442283,9436006242,0788 2219888, 0565 2443310,drchubala@gmail.com,http://redcrosskarnataka.org/,Dr. Chubala,	,9436006242,drchubala@gmail.com,1
798621,0251 2442283,9436441059,0788 2219888, 0565 2443310,yanang@yahoo.co,http://redcrosskarnataka.org/,Dr. Yanang,	,9436441059,yanang@yahoo.co,1
797108,0251 2442283,9436013317,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9436013317,nandkishor@arpanbloodbank.org,1
798612,0251 2442283,9436007242,0788 2219888, 0565 2443310,tooshiachang@gmail.com,http://redcrosskarnataka.org/,Dr. Tochi Chang,	,9436007242,tooshiachang@gmail.com,1
797111,0251 2442283,9436240964,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9436240964,nandkishor@arpanbloodbank.org,1
798620,0251 2442283,9436824331,0788 2219888, 0565 2443310,achumimughalu@yahoo.in,http://redcrosskarnataka.org/,Dr. Mughalu Achimi,9436824331,8258846501,achumimughalu@yahoo.in,1
759122,06764 230880,9439195229,0788 2219888, 0565 2443310,bbangul@rediffmail.com,http://redcrosskarnataka.org/,Dr.Biswajit Samal,	,9437195229,bbangul75@gmail.com,1
759125,06763 254213,9777575292,0788 2219888, 0565 2443310,bbathamallik@gmail.com,http://redcrosskarnataka.org/,Dr. Dhiren Kumar Pradhan,	,9776168929,bbathamallik@gmail.com,1
759145,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
759107,06760 242020,9439408511,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Purnima Udgata,	,9439408511,nandkishor@arpanbloodbank.org,1
759103,06760 267118,"09437290530, 09437485341",0788 2219888, 0565 2443310,icpathonschter.mcl@gmail.com,http://redcrosskarnataka.org/,Dr Ghanshyam Sahu,	,9437485341,dr_sahugs@yahoo.co.in,1
767001,6652230646,9861161030,0788 2219888, 0565 2443310,redcrossbloodbank.bgr@gmail.com,http://redcrosskarnataka.org/,Dr. Sucheta Pani,	,9861161030,redcrossbloodbank.bgr@gmail.com,1
767039,06657 220464,9437588037,0788 2219888, 0565 2443310,bbokantabanji@gmail.com,http://redcrosskarnataka.org/,Dr. Dilip Kumar Sahu,06657 220464,9437588037,bbokantabanji@gmail.com,1
767025,06658 222161,9437240734,0788 2219888, 0565 2443310,bbpatnagarh@gmail.com,http://redcrosskarnataka.org/,Dr. Durga Dutta Dash,	,9437240734,bbpatnagarh@gmail.com,1
